TimeBST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />
12:00 pm,19,7,34,1016,30,ESE,14.8,,,,Scattered Clouds,110,2014-06-26 11:00:00<br />
12:20 pm,20,6,40,1015,-9999,East,13,-,N/A,,Clear,90,2014-06-26 11:20:00<br />
12:50 pm,20,6,40,1015,-9999,East,16.7,-,N/A,,Clear,90,2014-06-26 11:50:00<br />
1:00 pm,20,6,28,1015,29,East,13,,,,Scattered Clouds,80,2014-06-26 12:00:00<br />
1:20 pm,20,5,37,1015,-9999,ENE,14.8,-,N/A,,Clear,70,2014-06-26 12:20:00<br />
1:50 pm,21,6,38,1015,-9999,ESE,18.5,-,N/A,,Clear,120,2014-06-26 12:50:00<br />
2:20 pm,21,5,35,1014,-9999,East,14.8,-,N/A,,Clear,90,2014-06-26 13:20:00<br />
2:50 pm,21,6,38,1014,-9999,East,16.7,-,N/A,,Clear,100,2014-06-26 13:50:00<br />
3:00 pm,20,6,28,1014,30,East,14.8,,,,Scattered Clouds,100,2014-06-26 14:00:00<br />
3:20 pm,22,7,38,1014,-9999,ESE,14.8,-,N/A,,Clear,110,2014-06-26 14:20:00<br />
3:50 pm,21,6,38,1014,10,ESE,13,-,N/A,,Partly Cloudy,120,2014-06-26 14:50:00<br />
4:00 pm,21,7,28,1014,27,East,14.8,,,,Partly Cloudy,100,2014-06-26 15:00:00<br />
4:20 pm,22,6,35,1014,-9999,ESE,14.8,-,N/A,,Clear,110,2014-06-26 15:20:00<br />
4:50 pm,21,8,43,1013,-9999,East,9.3,-,N/A,,Clear,100,2014-06-26 15:50:00<br />
5:00 pm,21,8,33,1014,25,East,9.3,,,,Partly Cloudy,90,2014-06-26 16:00:00<br />
5:20 pm,20,9,49,1013,-9999,ESE,18.5,-,N/A,,Clear,110,2014-06-26 16:20:00<br />
5:50 pm,20,9,49,1013,10,ESE,18.5,-,N/A,,Partly Cloudy,110,2014-06-26 16:50:00<br />
6:00 pm,20,9,37,1013,30,East,18.5,,,,Scattered Clouds,90,2014-06-26 17:00:00<br />
6:20 pm,19,9,52,1013,10,East,18.5,-,N/A,,Scattered Clouds,100,2014-06-26 17:20:00<br />
6:50 pm,19,9,52,1013,10,ESE,18.5,-,N/A,Rain,Light Rain Showers,110,2014-06-26 17:50:00<br />
7:00 pm,19,9,44,1014,29,East,20.4,,,Rain,Light Rain Showers,100,2014-06-26 18:00:00<br />
7:20 pm,17,13,77,1014,10,SSE,11.1,-,N/A,Rain,Light Rain Showers,150,2014-06-26 18:20:00<br />
7:50 pm,17,13,77,1014,10,SE,11.1,-,N/A,Rain,Light Rain Showers,140,2014-06-26 18:50:00<br />
8:00 pm,16,12,72,1014,15,ESE,11.1,,,Rain,Light Rain,120,2014-06-26 19:00:00<br />
8:20 pm,16,12,77,1014,10,East,11.1,-,N/A,Rain,Light Rain Showers,100,2014-06-26 19:20:00<br />
8:50 pm,16,13,82,1014,10,ESE,11.1,-,N/A,Rain,Light Rain Showers,120,2014-06-26 19:50:00<br />
9:00 pm,16,12,76,1014,21,ESE,13,,,Rain,Light Rain,110,2014-06-26 20:00:00<br />
9:20 pm,15,13,88,1014,10,ESE,11.1,-,N/A,Rain,Light Rain Showers,110,2014-06-26 20:20:00<br />
9:50 pm,15,13,88,1014,10,Variable,5.6,-,N/A,Rain,Light Rain Showers,0,2014-06-26 20:50:00<br />
10:00 pm,15,12,78,1014,17,SSW,11.1,,,Rain,Light Rain,200,2014-06-26 21:00:00<br />
10:20 pm,15,13,88,1014,10,SE,7.4,-,N/A,Rain,Light Rain Showers,130,2014-06-26 21:20:00<br />
10:50 pm,15,13,88,1014,10,East,7.4,-,N/A,,Mostly Cloudy,90,2014-06-26 21:50:00<br />
11:00 pm,14,13,86,1014,14,East,9.3,,,Rain,Rain,90,2014-06-26 22:00:00<br />
11:20 pm,15,13,88,1014,10,East,5.6,-,N/A,,Mostly Cloudy,100,2014-06-26 22:20:00<br />
11:50 pm,15,13,88,1014,10,East,7.4,-,N/A,,Mostly Cloudy,100,2014-06-26 22:50:00<br />
12:00 am,15,13,88,1014,10,East,9.3,,,,Mostly Cloudy,100,2014-06-26 23:00:00<br />
12:20 am,15,13,88,1014,10,SE,9.3,-,N/A,,Mostly Cloudy,130,2014-06-26 23:20:00<br />
12:50 am,15,13,88,1014,10,SE,9.3,-,N/A,,Mostly Cloudy,140,2014-06-26 23:50:00<br />
1:00 am,15,13,84,1014,10,SE,9.3,,,,Mostly Cloudy,130,2014-06-27 00:00:00<br />
1:20 am,15,13,88,1014,10,SE,13,-,N/A,,Mostly Cloudy,130,2014-06-27 00:20:00<br />
1:50 am,15,13,88,1013,10,SE,14.8,-,N/A,,Overcast,130,2014-06-27 00:50:00<br />
2:00 am,15,12,80,1013,21,ESE,14.8,,,,Mostly Cloudy,120,2014-06-27 01:00:00<br />
2:20 am,15,12,82,1013,10,SE,13,-,N/A,,Mostly Cloudy,140,2014-06-27 01:20:00<br />
2:50 am,15,12,82,1013,10,SSE,9.3,-,N/A,,Mostly Cloudy,150,2014-06-27 01:50:00<br />
3:00 am,14,12,81,1013,17,SE,11.1,,,Rain,Rain,140,2014-06-27 02:00:00<br />
3:20 am,15,13,88,1013,10,SSE,11.1,-,N/A,,Partly Cloudy,160,2014-06-27 02:20:00<br />
3:50 am,14,12,88,1013,9,SSE,11.1,-,N/A,,Partly Cloudy,160,2014-06-27 02:50:00<br />
4:00 am,14,12,85,1013,9,SSE,11.1,,,,Light Haze,150,2014-06-27 03:00:00<br />
4:20 am,14,13,94,1013,8,South,7.4,-,N/A,,Scattered Clouds,180,2014-06-27 03:20:00<br />
4:50 am,14,13,94,1013,8,South,7.4,-,N/A,,Mostly Cloudy,170,2014-06-27 03:50:00<br />
5:00 am,14,12,84,1013,9,South,11.1,,,,Light Haze,190,2014-06-27 04:00:00<br />
5:20 am,14,13,94,1012,7,South,7.4,-,N/A,,Partly Cloudy,170,2014-06-27 04:20:00<br />
5:50 am,14,13,94,1012,8,South,7.4,-,N/A,,Scattered Clouds,170,2014-06-27 04:50:00<br />
6:00 am,14,13,86,1013,7,SSE,9.3,,,,Light Haze,150,2014-06-27 05:00:00<br />
6:20 am,15,13,88,1012,7,South,7.4,-,N/A,,Scattered Clouds,180,2014-06-27 05:20:00<br />
6:50 am,15,13,88,1012,8,South,11.1,-,N/A,,Scattered Clouds,170,2014-06-27 05:50:00<br />
7:00 am,15,13,80,1012,9,SSE,11.1,,,,Light Haze,150,2014-06-27 06:00:00<br />
7:20 am,16,14,88,1012,9,South,13,-,N/A,,Scattered Clouds,190,2014-06-27 06:20:00<br />
7:50 am,17,14,82,1012,10,SSW,16.7,-,N/A,,Partly Cloudy,200,2014-06-27 06:50:00<br />
8:00 am,16,13,75,1012,15,South,14.8,,,,Partly Cloudy,190,2014-06-27 07:00:00<br />
8:20 am,17,14,82,1012,10,SSW,18.5,-,N/A,,Partly Cloudy,210,2014-06-27 07:20:00<br />
8:50 am,17,14,82,1012,10,SSW,16.7,-,N/A,,Scattered Clouds,200,2014-06-27 07:50:00<br />
9:00 am,18,13,67,1012,20,SSW,16.7,,,,Partly Cloudy,200,2014-06-27 08:00:00<br />
9:20 am,18,13,73,1012,10,SSW,20.4,-,N/A,,Scattered Clouds,210,2014-06-27 08:20:00<br />
9:50 am,18,13,73,1013,10,SW,22.2,-,N/A,,Scattered Clouds,220,2014-06-27 08:50:00<br />
10:00 am,18,12,60,1013,23,SW,22.2,,,,Scattered Clouds,220,2014-06-27 09:00:00<br />
10:20 am,18,12,68,1013,10,WSW,22.2,-,N/A,,Scattered Clouds,240,2014-06-27 09:20:00<br />
10:50 am,19,11,60,1013,10,WSW,22.2,-,N/A,,Scattered Clouds,240,2014-06-27 09:50:00<br />
11:00 am,18,11,54,1013,24,SSW,20.4,,,Rain,Light Rain Showers,210,2014-06-27 10:00:00<br />
11:20 am,18,11,64,1013,10,WSW,22.2,-,N/A,Rain,Light Rain,240,2014-06-27 10:20:00<br />
11:50 am,19,11,60,1013,10,SW,24.1,-,N/A,,Scattered Clouds,230,2014-06-27 10:50:00<br />
12:00 pm,19,10,45,1013,18,SW,24.1,,,Rain,Rain,230,2014-06-27 11:00:00<br />
12:20 pm,20,9,49,1013,10,WSW,24.1,-,N/A,,Partly Cloudy,240,2014-06-27 11:20:00<br />
12:50 pm,20,11,56,1013,10,WSW,22.2,-,N/A,,Partly Cloudy,240,2014-06-27 11:50:00<br />
1:00 pm,20,11,43,1013,25,SW,18.5,,,,Partly Cloudy,220,2014-06-27 12:00:00<br />
1:20 pm,20,10,52,1012,10,SW,20.4,-,N/A,,Partly Cloudy,230,2014-06-27 12:20:00<br />
1:50 pm,22,10,46,1012,10,SW,13,-,N/A,,Partly Cloudy,220,2014-06-27 12:50:00<br />
2:00 pm,22,10,38,1012,30,SW,16.7,,,,Scattered Clouds,230,2014-06-27 13:00:00<br />
2:20 pm,22,8,41,1011,10,SSW,24.1,-,N/A,,Partly Cloudy,210,2014-06-27 13:20:00<br />
2:50 pm,21,8,43,1011,10,SSW,24.1,-,N/A,,Partly Cloudy,210,2014-06-27 13:50:00<br />
3:00 pm,22,8,31,1011,30,SSW,25.9,,,,Scattered Clouds,210,2014-06-27 14:00:00<br />
3:20 pm,22,8,41,1011,10,SW,24.1,-,N/A,,Partly Cloudy,220,2014-06-27 14:20:00<br />
3:50 pm,23,8,38,1011,10,SW,24.1,-,N/A,,Partly Cloudy,230,2014-06-27 14:50:00<br />
4:00 pm,22,6,25,1011,30,SW,25.9,,,,Partly Cloudy,220,2014-06-27 15:00:00<br />
4:20 pm,22,7,38,1011,10,SW,27.8,-,N/A,,Partly Cloudy,220,2014-06-27 15:20:00<br />
4:50 pm,22,9,43,1011,10,SW,25.9,-,N/A,,Partly Cloudy,230,2014-06-27 15:50:00<br />
5:00 pm,22,8,30,1011,30,SW,31.5,,,,Scattered Clouds,230,2014-06-27 16:00:00<br />
5:20 pm,21,8,43,1011,10,SW,27.8,-,N/A,,Partly Cloudy,220,2014-06-27 16:20:00<br />
5:50 pm,21,9,46,1011,10,SW,29.6,-,N/A,,Partly Cloudy,230,2014-06-27 16:50:00<br />
6:00 pm,21,8,32,1011,35,SSW,29.6,,,,Scattered Clouds,210,2014-06-27 17:00:00<br />
6:20 pm,21,9,46,1011,10,SW,25.9,-,N/A,,Partly Cloudy,230,2014-06-27 17:20:00<br />
6:50 pm,21,9,46,1011,10,SW,27.8,51.9,N/A,,Partly Cloudy,220,2014-06-27 17:50:00<br />
7:00 pm,20,9,37,1011,35,SW,29.6,,,,Scattered Clouds,230,2014-06-27 18:00:00<br />
7:20 pm,20,9,49,1011,10,SW,27.8,-,N/A,,Partly Cloudy,230,2014-06-27 18:20:00<br />
8:00 pm,19,9,43,1011,30,SSW,24.1,,,,Scattered Clouds,210,2014-06-27 19:00:00<br />
8:20 pm,19,10,56,1011,10,SW,22.2,-,N/A,,Partly Cloudy,230,2014-06-27 19:20:00<br />
8:50 pm,19,10,56,1011,10,SW,18.5,-,N/A,,Partly Cloudy,230,2014-06-27 19:50:00<br />
9:00 pm,18,10,47,1011,30,SW,20.4,,,,Scattered Clouds,220,2014-06-27 20:00:00<br />
9:20 pm,18,11,64,1011,10,SSW,18.5,-,N/A,,Partly Cloudy,210,2014-06-27 20:20:00<br />
9:50 pm,17,11,68,1012,10,SW,18.5,-,N/A,,Partly Cloudy,220,2014-06-27 20:50:00<br />
10:00 pm,17,11,61,1012,26,SW,20.4,,,,Scattered Clouds,220,2014-06-27 21:00:00<br />
10:20 pm,16,11,72,1012,-9999,SW,18.5,-,N/A,,Clear,220,2014-06-27 21:20:00<br />
10:50 pm,16,12,77,1012,-9999,SW,18.5,-,N/A,,Clear,220,2014-06-27 21:50:00<br />
11:00 pm,16,11,67,1012,25,SSW,18.5,,,,,210,2014-06-27 22:00:00<br />
11:20 pm,15,12,82,1012,-9999,SW,14.8,-,N/A,,Clear,220,2014-06-27 22:20:00<br />
11:50 pm,15,12,82,1012,-9999,SW,16.7,-,N/A,,Clear,220,2014-06-27 22:50:00<br />
